cleaned_comment,label_manual
kuasanya terbatas akibat nya naas yohanes 1139 kata yesus quotangkat batu ituquot marta saudara orang yang meninggal ituberkata kepadanya quottuan ia sudah berbau sebab sudah empat hari ia matiquot1140 jawab yesus quotbukankah sudah kukatakan kepadamu jikalau engkau percayaengkau akan melihat kemuliaan allahquotdari sini saja jelas yesus mengajarkan manusia supaya percaya tuhan karena tuhanlah ygpunya kuasa dan kemuliaanquotjika aku memuliakan diriku sendiri maka kemuliaanku itu sedikitpun tidak ada artinyabapakulah yang memuliakankuquot yohanes 854yohanes 1141 maka mereka mengangkat batu itu lalu yesus menengadah ke atas danberkata quotbapa aku mengucap syukur kepadamu karena engkau telah mendengarkanaku 1142 aku tahu bahwa engkau selalu mendengarkan aku tetapi oleh karena orangbanyak yang berdiri di sini mengelilingi aku aku mengatakannya supaya mereka percayabahwaengkaulah yang telah mengutus akuquotyohanes 1143 dan sesudah berkata demikian berserulah ia dengan suara keras quotlazarusmarilah ke luarquot 1144 orang yang telah mati itu datang ke luar kaki dan tangannya masihterikat dengan kain kapan dan mukanya tertutup dengan kain peluh kata yesus kepadamereka quotbukalah kainkain itu dan biarkan ia pergiquotapakah yesus selalu bisa bermukjizatmenurut lukas pilatus mengetahui bahwa yesus adalah seorang galilea yang adalahwilayah herodes mengirimnya ke antipas yang juga berada di yerusalem pada saat ituawalnya antipas senang melihat yesus berharap untuk menyaksikannya melakukanmukjizat tetapi ketika yesus tetap diam ketika ditanyai antipas mengejeknya danmengirimnya kembali ke pilatuslukas23512kolor nya melorot k0nt0l nya dimainin tentara romawi biji pelernya dijadikan latolato makanya tidak bisa bermukjizat the power of kolor firman selalu ada bersama bapabapa mengutus firmannyayoh 11114sang firman menyatakan aku dan bapa adalah satu yoh 1030akulah jalan kebenaran dan hidup yoh 146barangsiapa telah melihat aku ia telah melihat bapayohanes 149matius 2727 kemudian serdaduserdadu wali negeri membawa yesus ke gedung pengadilan lalu memanggil seluruh pasukan berkumpul sekeliling yesus 2728 mereka menanggalkan pakaiannya dan mengenakan jubah ungu kepadanyamasa tuhan bisa ditelanjangidipakein jubah dan diseret manusia ke gedung pengadilan ini tuhan apa penjahat yg lagi dihakimi massa cuma orang idiot yang percaya manusia bisa bunuh tuhan tapi lebih idiot lagi yangpercaya manusia harus bunuh tuhan biar dapat keselamatan dari tuhantuhan kok bisa digantungitu tuhan apa jemurancuma orang idiot saja yg percaya manusia bisabunuh tuhan nguras air laut saja tidak mungkin ini disuruh percaya manusia bisa bunuh tuhan dia yg mati disalib bukan manusia tapi tuhan mati 1kor 1126 jika yg mati manusiamaka darahnya murah tidak bisa dibuat nebus dosa1ptr11819,0.0
anda ini siapasampai mau menghina agama lain,1.0
kalau mau mengirim komentaryang nyambunglah ama topiknya blokjangan bawa2 agama blok,1.0
hanya kebodohan membangun ikn dikalimantan belum tau lagi dikalimantan air sungai semakin tahun semakin tinggi dikalsel aj air tidak pernah surut dan semakin tinggi volume air sungai selama 3 tahun terakhir belum lagi banyaknya tambang2kebun sawit dll yang mempengaruhi tanah kalimantan harusnya bangun ikn di papua aja,0.0
jadi anda ingin ikn dibangun dimana,0.0
justnormalmanintheworld kurang baca anda bro,1.0
hidupku5712 oh iya tadi mata gw buta sebentarjadi anda ingin ikn di papuapercuma aja bropapua daeeahnya berbahayaapalagi sama kelompok opmnya jadi gk mungkin wilayah penting negara berada didaerah papua,1.0
justnormalmanintheworld nah justru itu bro klo ikn disana perhatian pemerintah tertuju pada kelompok tersebut maka dipapua akan bersih dari kelompok tsb dan pembangunan disna bakalan lebih baik jadi masyarakt disana tidak lagi merasa tersisihkan,0.0
masyarakat nebang pohon untuk bikin rumah dilarang bahkan bisa dipidana tapi ketika perusahaan yang nebang malah nggak ada yang larang alasannya karena sudah ada izin dan perjanjian saya sebagai pribumi borneo miris melihat,0.0
itulah kolonial,1.0
itulah kolonial jawa,1.0
hahahah17114yakin kolonial jawa bahkan dikalimantan banyak sultan2 yang jauh lebih kaya dari sultan jawa hasil dari usaha tambang kelapa sawit berarti kan mereka ikut terlibat dalam kerusakan alam kalimantan,0.0
tenang ibarat utang indonesia klo kata sri mulyani masih dalam kategori sehat,0.0
negeriku sayang negeriku malang,0.0
setelah ikn terealisasideforestasi stonk,0.0
tunggu aje ancur ni negara pindah ibukota babat hutan nikel di jual buat memperhijau negara cinis bayar pajak buat memperkaya pejabat,0.0
masalahnya sudah merusak lingkungan apakah membuat sejahtera warganyagau usah kesehatan pendidikan atau infrastruktur contohnya minyak goreng masa iya bisa langka di indonesiaitu kemajuan untuk masyarakat atau untuk golongannegara aja kurang mulusejahterakan aja dl warga yg di area baru omngin senegara,0.0
bukan rahasia lagi kyknya min tapi kita bisa apa,0.0
pantes minggu ini terasa panass haredang,0.0
ya begitulah cara kerja nya tapi hasilnya tetap nol kan ekonomi nyunsep juga,0.0
anjg spit2 biadb bandar2 ilegal loging,0.0
gimana lahkebutuhan akan minyak goreng juga semakin banyakmau ga mau lah hutan berubah fungsi menjadi kebun sawit,2.0
odovid tanda akhir zaman om,0.0
setiap kemajuan ada pengorbanan,2.0
odovid penghasil oksigen terbesar di bumi itu dari laut pak bukan daratan mebabat sebagian kecil hutan tak akan membuat dunia kehabisan oksigen,0.0
odovid lho bukannya memang manusia itu perusak gini masyarakat kita aja masih banyak yang memperbanyak keturunan nya tanpa memperhitungkan banyak hal itu artinya setiap detik kebutuhan manusia semakin tinggi manusia dapet darimana lagi kalau bukan dari merusak alam hampir semua yang kita lakukan merusak alam termasuk kegiatan anda saya dan kita bisa komen di youtube ini kita produsen minyak sawit terbesar di dunia aja dengan luas nya lahan sawit saat ini aja masih saling demo kalau ga petani nya ya konsumen nya,0.0
anies yg salah itu ga becus jadi gubernur mensupport penebangan hutan demi korporasi dikasih kontrak karya dan konsesi,0.0
mengapa jokowi dulu larang rangkap jabatan tp skrg tidak httpsyoutubedayv8k8lti,0.0
kita dipaksa menjaga paruparu dunia terus apa feedback dari mereka yang menikmati apakah utang kita berkurang apakah kita secara perlahan di kontrol oleh barat agak tidak bisa menjadi negara maju secara perekonomian,0.0
ya pasti di kontrol sudah lumrah negara yang kuat mencaplok negara yang lemah ambil contoh nikel nya di indo bikin baterai nya di china elon musk beli nya ke china yang untung besar dari kasus tersebut sipaa kira kira plus nya china tidak mencemari lingkungan itulah untung nya negara kuat,0.0
saya pernah komen kya di narasi jelaskan tp malah di serang buzzer rp,1.0
yang sabar,1.0
namanya juga buzzer kalo gak nyerang ya gak makan,1.0
terimakasih tim narasi karena telah memberi informasi yg mudah di cerna semoga para pemimpin di negeri ini segera di beri hidayah akan tingkah laku yg diperbuatnya,2.0
sulit mereka sudah gila harta,0.0
wkwk kan rakyat kalimantan juga bahagia dengan kondisi alam dan lingkungan tambang tsb biarin sih mau mereka renang di kolam tambang pun,0.0
masiver1161 rakyat kalimantan mana yg bahagiasya asli org berau kalimantan dan saya sdh merasakan dampak nya anda sekali kali tinggal disini,0.0
channel_sipa_zee makanya kubilang biar rakyat kalimantan aja yg urus kalo mereka diam ya berarti mereka senang gitulo nah makanya kubilang diem ajadeh warga non kalimantan biar mereka menikmati hasilnya,0.0
kl pesugihan di taman merah oleh yaman dikasih hidayah gak,0.0
emang sudah hilang hutan hujan tropis kalimantan berganti jadi hutan rimba sawit,0.0
mau gimana ya kita rakyat kecil udah sering protes2 untuk masalah penebangan pengerukan dan lainnya yg berhubungan dengan perusakan alam tetap aja gk di iyakan iya protesnya didengarin dan ditanggepin tapi ya cuma itu gk ada tindakan selanjutnya dari pihak yg berwenang cuma untuk meredam protes doang,0.0
mantap lanjutkan,1.0
anis gubernur nya itu,1.0
jelama sarakah jelema kapitalis nungarusak,0.0
sudah sejak jaman pak sby oiiii ujarbuzzerbayaran,1.0
saya tidak menyukai deforestasi tetapi juga tidak menyukai istilah quotdeforestasiquot digunakan untuk menghambat pembangunan infrastruktur dan ikn deforestasi untuk pembangunan tetap diperlukan yang penting terukur dan lagi saya kurang respek dengan orang yang berasal dari negeri penyumbang emosi carbon terbesar soksok an mengkritik deforestasi untuk pembangunan di indonesia,2.0
ya begitulah manusia semua berlomba untuk mendapatkan puncak di piramid,0.0
penak jamanku to xd,1.0
kalimantan selatan awal 2021 juga banjir hampir merendam seluruh kabupaten,0.0
penggunaan kata quotnggakquot kurang enak didenger min,1.0
provokasi,1.0
pertanyaan saya setiap ada pembahasan paru paru dunia apakah negara lain tidak ikut andil dalam upaya mencoba penghijauan mempertahankan hutan oke tapi mencoba menumbuhkan hutan di daerah lain gimana seakan kaya lempar tanggung jawab dapat dana buat mengurus aja engga,0.0
nas setuju kita di tuntut menjaga paruparu dunia tapi seakan mematikan roda kehidupan kita sedangkan negara kita angka kehidupan nya sangat tinggi barat ingin mengontrol segala sesuatu yang pemerintah lakukan mereka takut jika indonesia menjadi negara maju,0.0
setuju bang ini video kayak terlalu fokus ama satu perspektif padahal pertimbangan ny kan dri berbagai hal terus ada yg bilang kebun sawit ilegal dan sebagainya yap itu betul tapi itu rakyat yg punya di suruh berhenti juga bandel,0.0
dan kalo diliat di kalimantan wilayah banjir menurut gw saluran irigasi untuk pencegahan airny kurang bagus bahkan bisa dibilang jelek bukan itu doang sih mungkin ada berbagai aspek lain juga,0.0
dan seperti yang lu bilang bang kenapa harus membebani kalimantan dengan julukan paru paru dunia haishhh bingung gw sama rakyat indo knp mereka gk hancurin daerah mereka aja terus tanemin pohon biar mereka puas biar satu indo jadi paru paru dunia negara lain gk perlu,1.0
btw ini gw ngedukung perspektif lu bang,1.0
sbg warga kalimantan baratsangat merasakan perbedaan dulu dan skrgdulu sangat jarang mendengar banjirskrg hujan lebat 2 jam bisa banjir dimana2tapi selama saya tggl dr tahun 91 sampai skrgkampung saya tidak merasakan kemajuan sama sekalibahkan jalan mash tanah dan bebatuanpadahal kampungku tidak jauh dr ibukota pontianakhanya sekitar 50kmdan jalan masuk kampungku dr jalan utama sampai dalam kampungku yg hanya sepanjang sekitar 3kmtidak ada perubahan sama sekalipdahal bukit2 disini sdh hilang diambil tanah dan bebatuannya untuk pembangunan didaerah laindisini ada 2 perusahaan yg mengeruk batu dan tanahada 1 kawasan sawitdan setiap hari dilewati kendaraan merekatapi penduduk disini gak ada yg ekonominya membaiksetelah ada perkebunan sawit dan semakin hbisnya bukit disini sdh bisa dibilang gak ada namanya musin kemarau dan musin hujan lagidan cuaca seperti itu membuat para petani sering tdk bisa mengikuti musim tanam padi yg pasti lagisering sawah tdk bisa digarap karena banjir dan harus menunggu air surutcuaca bisa sangat panas disiang haridan bisa hujan disore hari,0.0
sungguh kerusakan alam ini sudah terjadi,0.0
itulah mengapa kalimantan tidak pernah dibangunalias dibiarkan tertinggal karena kalo di bangun maju pasti semakin habis hutannya,0.0
rapatkan dengan rt rw kepala dusun tanyakan bupati gubernur habis itu baru pusat,1.0
keep survive dengan keadaan yg sekarang kalau emg itu yg benar terjadi cukup terbayang betapa asrinya disana dan betapa tertinggalnya pula disana simple kita tinggal dinegara dunia ketiga yang memang hal hal kaya gini sering dialamin cukup bias dengan istilah quotpenguasa pengusahaquot aka pengpeng pentingnya bagi masyarakat sana untuk terus kritis dan lakukan penolakan akan segala bentuk deforestasi yg ada infokan ke media viralkan sebab akibat yg dialami oleh manusia hewan dan tumbuhan secara langsung,2.0
hutannya dibabat buat nyawer partai ama cicil hutang,0.0
pangkalan bun kalteng hadir,1.0
deket sama astra agro gag bro,1.0
lalu maksud kalian apa kalimantan harus jadi hutan selamanya sungguh egois,2.0
ditonton sampai akhir biar tidak bilang bodoh,1.0
piye kabare penak jaman ku to h3hb3h3h3h3h3h3,1.0
banjir itu karna drainase yg jelek bukan deforestasi,2.0
kimak emang rezim mukidigak bs jaga alam,0.0
materinya sungguh berbobot salut tim narasi,1.0
btw david gaveau dkk dibanned sama klhk karena dianggap mendiskreditkan pemerintah dan klhk padahal yg dituliskan di jurnalnya adalah fakta lucunya negri wakandabelom lagi banyak lahan gambut yg jadi proyek food estate yg ujung ujungnya jadi sawit dan lahan korupsi buat bos bos kecil di daerah,1.0
ini adalah penjelasan teknis dari yg pernah di bahas pak rocky gerung,1.0
enak jaman ku toh,1.0
masi ada papua tenang tenang wkwkwkwk segera merdeka sebelum dibabat habis moncong putih buto ijo lutung biru dan kroni2 lainnya,1.0
nah tuh pak jokowikatanya penghijauan manaaaa,1.0
percuma dihijauin kalo nti dirusak lagi ama pengusaha2 yg gk bertanggung jawab,0.0
buka terus sawit ny bung,1.0
ciptakan dalih2 dan istilah2 ramah serta utopia2 untuk menebang pohon tak hanya sampai disitu ciptakan data tunggal sebagai pembenaran deforestasi itu,0.0
hutan borneo tumbuhanya sangat bagus dan menduniasayang sekali hutanya rusak dan perburuan tanaman yang tak terkndaliapa lagi skrng hutanya sudah tak ada,0.0
akibat keserakahan manusia,0.0
sunar586 katanya cinta tanah air ya apa cuman cinta cuan aja,0.0
yg penting cuan krisis iklim mah nomor sekian,0.0
hutan bukanlah paru² dunia,1.0
matap gas terus tim narasijangan sampai tutup mata,0.0
musti di up terus dan dibicarakan agar permasalahan seperti ini tidak menghilang dari pemberitaan dan seiring ramainya dibicarakan mengundang perhatian seperti kasus pejabat hedon seperti sekarang inikasus ini juga sangat serius dan besar urgent untuk segera mendapatkan penanganan,0.0
dayakquotaku cinta kaliantapi kalian tak cinta diri kalian sendirihutan kalian sangat penting tuk duniakhususnya budaya dayak sendiridi bangun lagi iknhabislah kalian tersingkir dari tanah adat kalian bencana saja yg kalian dapatoh dayakmalang nasibmutapi biarlahbiar hancur negri inikarna ulah para pemimpin indonesia tinggal kenangan,0.0
pak jokowi adalah pemimpin terhebat dan gw saranin kita angkat dia jadi raja nusantara,1.0
soehartosby yang terhebat ngurangin hutan lihat aja datanya deforestasi nya,1.0
semoga pejabat berwenang yg membuat kebijakan ini siap dgn pengadilan tuhan diakhirat nanti,1.0
dia g pcy dosa boss,1.0
kalo pejabat takut dosa mah udah makmur negara kita,1.0
tukang baso lewat priode paling ancur,1.0
dulu menggarong kayu sekarang menggarong minerba sawit tan paulin suami 3 haji kalsel ismail bolong konsorsium bob h dll laknatullah soeharto baru,1.0
hancur sudah alam,0.0
dan perpindahan ibu kota ke pulau kalimantan akan memperburuk deforestasi hutan karena alasan pembangunan ini dan itu,0.0
katanya sih salah satu tujuan perpindahan ibukota yang mana tempat pindahnya itu di hutan produksi pemerintah mau ngembaliin lagi jadi hutan sebelumnya bukan jadi huta produksi,0.0
mp2984 sumpahga masuk logikajustru jd hutan beton,0.0
merdeka7975 sebenernya pembangunan ikn ini ga ngebabat habis seluruh hutan kalimantan mungkin hanya mengambil dari berapa persennya dari hutan kalimantansedangkan pembangunan kebun sawit dan pertambangan itu kan ngebabat hampir berhektar hektar hutan tersebut,0.0
jadi anda mau ibu kota pindah ke mana,0.0
justnormalmanintheworld bisa jamin makin deket aja birokrasi kalo kaya gini buat ngebabat hutan,0.0
udah dari sananya penghuni lokal juga bakar lahan,0.0
semakin banyak populasi manusia mengakibatkan semakin tinggi permintaan minyak kelapa sawit imbasnya ke hutan yg akhirnya dialih fungsikan jadi kebun kelapa sawit,2.0
kan bisa pake teknologi terasiring atau apalahcina aja bisa punya pertanian beras dengan lahan kecilbahkan daerah2 yg kering malah dihijaukanindonesia gk mau mikir soal penghijaunmaunya cara gampang dengan babat abis utan demi sawit,0.0
suryakh3kc gak bisa sawit sama padi itu berbeda cara budidayanya,0.0
kousakamayumi tanaman nya emank beda tapi teknologi nya kan bisa belajarindonesia terlalu boros ngambil lahan untuk perkebunanbukannya belajar sama luar negerikm gk tau dampak merusak hutan yah buset dah,0.0
suryakh3kc tetap tidak bisa soalnya media tanamnya aja berbeda,0.0
jangan ada oligarki di antara kita,1.0
sudah ada,1.0
paruparu bumi kini ngap2anyang kaya raya malah bukan pribumi,0.0
hasil pribumi kalimantan dikirim ke jawa jawa yg menikmati,0.0
berrycool30kata siapa yang menikmati sultan2 kalimantan dijawa juga banyak masyarakat miskin kok jalan2 banyak yang jelek,0.0
terus ibukota mau pindah kesana,1.0
tanyakan pd buzzerp,1.0
keren kali yapara penguasa negara ini,1.0
di kalimantan kan banyak dukun sakti kok gak ada yang mengeluarkan tajinya santetlah itu rame2 orang yang zalim,1.0
sehat sehat tim narasi,1.0
mantap informasinya,1.0
